video_id,timestamp,entity_id,entity_type,action
L21_V001,598.6,L21_V001_obj_778,person,news anchoring
L21_V001,601.8,L21_V001_obj_778,person,beatboxing
L21_V001,602.8,L21_V001_obj_790,person,beatboxing
L21_V001,617.2,L21_V001_obj_794,person,shaving head
L21_V001,629.6,L21_V001_obj_794,person,getting a haircut
L21_V001,650.2,L21_V001_obj_794,person,news anchoring
L21_V001,653.4,L21_V001_obj_794,person,news anchoring
L21_V001,657.8,L21_V001_obj_797,person,yoga
L21_V001,657.8,L21_V001_obj_801,person,tossing coin
L21_V001,657.8,L21_V001_obj_806,motorcycle,changing oil
L21_V001,660.8,L21_V001_obj_797,person,yoga
L21_V001,660.8,L21_V001_obj_799,person,kissing
L21_V001,660.8,L21_V001_obj_806,motorcycle,changing oil
L21_V001,665.4,L21_V001_obj_905,motorcycle,checking tires
L21_V001,668.4,L21_V001_obj_905,motorcycle,checking tires
L21_V001,668.6,L21_V001_obj_903,motorcycle,spray painting
L21_V001,671.6,L21_V001_obj_905,motorcycle,checking tires
L21_V001,672.0,L21_V001_obj_903,motorcycle,changing oil
L21_V001,673.8,L21_V001_obj_910,person,motorcycling
L21_V001,674.8,L21_V001_obj_905,motorcycle,changing oil
L21_V001,675.0,L21_V001_obj_913,person,spray painting
L21_V001,675.2,L21_V001_obj_903,motorcycle,changing oil
L21_V001,675.6,L21_V001_obj_918,person,changing oil
L21_V001,676.4,L21_V001_obj_908,person,motorcycling
L21_V001,678.0,L21_V001_obj_913,motorcycle,changing oil
L21_V001,678.4,L21_V001_obj_903,motorcycle,changing oil
L21_V001,681.0,L21_V001_obj_958,motorcycle,changing oil
L21_V001,683.0,L21_V001_obj_913,motorcycle,changing oil
L21_V001,684.0,L21_V001_obj_958,motorcycle,motorcycling
L21_V001,686.2,L21_V001_obj_913,motorcycle,changing oil
L21_V001,687.4,L21_V001_obj_966,motorcycle,changing oil
L21_V001,687.6,L21_V001_obj_958,motorcycle,changing oil
L21_V001,689.4,L21_V001_obj_913,motorcycle,motorcycling
L21_V001,690.0,L21_V001_obj_973,motorcycle,motorcycling
L21_V001,690.8,L21_V001_obj_958,motorcycle,changing oil
L21_V001,692.6,L21_V001_obj_913,motorcycle,motorcycling
L21_V001,693.0,L21_V001_obj_973,motorcycle,motorcycling
L21_V001,697.6,L21_V001_obj_981,motorcycle,changing oil
L21_V001,702.4,L21_V001_obj_973,person,news anchoring
L21_V001,708.6,L21_V001_obj_973,person,news anchoring
L21_V001,763.0,L21_V001_obj_1284,person,news anchoring
L21_V001,774.8,L21_V001_obj_1321,person,giving or receiving award
L21_V001,777.8,L21_V001_obj_1321,person,answering questions
L21_V001,781.0,L21_V001_obj_1321,person,giving or receiving award
L21_V001,802.8,L21_V001_obj_1452,car,pushing car
L21_V001,813.4,L21_V001_obj_1535,person,pushing cart
L21_V001,825.6,L21_V001_obj_1553,person,beatboxing
L21_V001,828.6,L21_V001_obj_1553,person,answering questions
L21_V001,831.8,L21_V001_obj_1553,person,answering questions
L21_V001,835.0,L21_V001_obj_1553,person,news anchoring
L21_V001,850.0,L21_V001_obj_1817,person,archery
L21_V001,882.0,L21_V001_obj_2443,person,giving or receiving award
L21_V001,957.0,L21_V001_obj_2484,person,news anchoring
L21_V001,962.0,L21_V001_obj_2486,boat,canoeing or kayaking
L21_V001,962.0,L21_V001_obj_2487,person,wrestling
L21_V001,965.0,L21_V001_obj_2486,boat,canoeing or kayaking
L21_V001,968.6,L21_V001_obj_2493,boat,dining
L21_V001,987.6,L21_V001_obj_2641,person,kissing
L21_V001,992.6,L21_V001_obj_2582,car,texting
L21_V001,995.8,L21_V001_obj_2582,car,texting
L21_V001,1001.0,L21_V001_obj_2649,person,kissing
L21_V001,1018.0,L21_V001_obj_2757,person,faceplanting
L21_V001,1024.8,L21_V001_obj_2789,person,answering questions
L21_V001,1040.8,L21_V001_obj_2789,bear,scuba diving
L21_V001,1041.8,L21_V001_obj_2811,bird,scuba diving
L21_V001,1051.2,L21_V001_obj_2850,bird,scuba diving
L21_V001,1063.8,L21_V001_obj_2862,bird,snorkeling
L21_V001,1073.4,L21_V001_obj_2869,person,scuba diving
L21_V001,1076.6,L21_V001_obj_2869,person,texting
L21_V001,1080.8,L21_V001_obj_2872,person,scuba diving
L21_V001,1104.2,L21_V001_obj_2887,person,answering questions
L21_V001,1121.2,L21_V001_obj_2936,person,flying kite
L21_V001,1127.4,L21_V001_obj_2888,dog,training dog
L21_V001,1132.0,L21_V001_obj_2939,person,training dog
L21_V001,1135.2,L21_V001_obj_2939,dog,grooming dog
L21_V001,1158.6,L21_V001_obj_2978,person,slacklining
L21_V001,1161.6,L21_V001_obj_2978,person,catching fish
L21_V001,1162.6,L21_V001_obj_3002,bird,snorkeling
L21_V001,1176.2,L21_V001_obj_3037,person,news anchoring
L21_V001,1193.8,L21_V001_obj_3063,motorcycle,changing oil
L21_V001,1204.2,L21_V001_obj_3102,person,presenting weather forecast
L21_V001,1211.0,L21_V001_obj_3123,truck,extinguishing fire
L21_V001,1213.8,L21_V001_obj_3153,truck,unloading truck
L21_V001,1218.0,L21_V001_obj_3202,person,bowling
L21_V001,1218.2,L21_V001_obj_3123,truck,welding
L21_V001,1221.0,L21_V001_obj_3202,person,salsa dancing
L21_V001,1227.8,L21_V001_obj_3261,truck,welding
L21_V001,1229.4,L21_V001_obj_3279,motorcycle,changing oil
L21_V001,1229.4,L21_V001_obj_3278,car,welding
L21_V001,1232.4,L21_V001_obj_3279,truck,changing oil
L21_V001,1239.0,L21_V001_obj_3312,truck,welding
L21_V001,1241.6,L21_V001_obj_3330,person,krumping
L21_V001,1242.0,L21_V001_obj_3312,truck,welding
L21_V001,1242.0,L21_V001_obj_3336,person,headbutting
L21_V001,1248.6,L21_V001_obj_3352,person,singing
L21_V001,1249.4,L21_V001_obj_3288,person,answering questions
L21_V001,1249.6,L21_V001_obj_3279,boat,news anchoring
L21_V002,4.4,L21_V002_obj_14,person,news anchoring
L21_V002,8.8,L21_V002_obj_8,person,presenting weather forecast
L21_V002,35.6,L21_V002_obj_66,person,bookbinding
L21_V002,35.6,L21_V002_obj_67,person,presenting weather forecast
L21_V002,38.6,L21_V002_obj_66,person,bookbinding
L21_V002,39.6,L21_V002_obj_68,person,reading book
L21_V002,83.6,L21_V002_obj_141,person,texting
L21_V002,83.6,L21_V002_obj_145,motorcycle,motorcycling
L21_V002,83.6,L21_V002_obj_152,person,catching or throwing frisbee
L21_V002,95.4,L21_V002_obj_200,person,presenting weather forecast
L21_V002,98.6,L21_V002_obj_199,person,reading book
L21_V002,98.6,L21_V002_obj_200,person,presenting weather forecast
L21_V002,101.8,L21_V002_obj_199,person,giving or receiving award
L21_V002,104.4,L21_V002_obj_205,person,giving or receiving award
L21_V002,111.2,L21_V002_obj_233,person,answering questions
L21_V002,111.6,L21_V002_obj_243,person,shaking hands
L21_V002,112.8,L21_V002_obj_229,person,giving or receiving award
L21_V002,117.0,L21_V002_obj_263,person,answering questions
L21_V002,123.2,L21_V002_obj_263,person,waiting in line
L21_V002,127.4,L21_V002_obj_406,person,counting money
L21_V002,131.6,L21_V002_obj_437,person,giving or receiving award
L21_V002,131.6,L21_V002_obj_440,person,crying
L21_V002,149.8,L21_V002_obj_496,person,presenting weather forecast
L21_V002,153.0,L21_V002_obj_496,person,presenting weather forecast
L21_V002,153.8,L21_V002_obj_475,person,reading book
L21_V002,156.2,L21_V002_obj_496,person,presenting weather forecast
L21_V002,180.0,L21_V002_obj_523,motorcycle,motorcycling
L21_V002,180.0,L21_V002_obj_524,motorcycle,changing oil
L21_V002,227.4,L21_V002_obj_679,person,giving or receiving award
L21_V002,233.8,L21_V002_obj_679,person,news anchoring
L21_V002,237.0,L21_V002_obj_679,person,picking fruit
L21_V002,240.2,L21_V002_obj_679,person,picking fruit
L21_V002,291.4,L21_V002_obj_774,person,news anchoring
L21_V002,386.6,L21_V002_obj_784,person,driving car
L21_V002,386.6,L21_V002_obj_785,person,motorcycling
L21_V002,386.6,L21_V002_obj_794,motorcycle,pumping gas
L21_V002,387.2,L21_V002_obj_808,motorcycle,dying hair
L21_V002,389.6,L21_V002_obj_785,person,motorcycling
L21_V002,390.6,L21_V002_obj_808,motorcycle,drawing
L21_V002,392.2,L21_V002_obj_794,motorcycle,motorcycling
L21_V002,392.8,L21_V002_obj_785,person,motorcycling
L21_V002,392.8,L21_V002_obj_789,person,driving tractor
L21_V002,396.0,L21_V002_obj_785,person,motorcycling
L21_V002,396.0,L21_V002_obj_786,motorcycle,pushing cart
L21_V002,397.2,L21_V002_obj_952,bus,driving car
L21_V002,397.2,L21_V002_obj_930,truck,garbage collecting
L21_V002,401.4,L21_V002_obj_984,motorcycle,motorcycling
L21_V002,403.2,L21_V002_obj_930,bus,garbage collecting
L21_V002,403.6,L21_V002_obj_953,person,motorcycling
L21_V002,405.6,L21_V002_obj_964,truck,garbage collecting
L21_V002,405.8,L21_V002_obj_1037,bus,riding a bike
L21_V002,409.8,L21_V002_obj_930,truck,garbage collecting
L21_V002,412.0,L21_V002_obj_1088,person,motorcycling
L21_V002,413.0,L21_V002_obj_1108,person,motorcycling
L21_V002,413.0,L21_V002_obj_1112,motorcycle,pushing cart
L21_V002,413.0,L21_V002_obj_1118,motorcycle,motorcycling
L21_V002,414.4,L21_V002_obj_1132,bus,driving car
L21_V002,417.8,L21_V002_obj_1158,bus,garbage collecting
L21_V002,419.4,L21_V002_obj_1191,person,motorcycling
L21_V002,420.8,L21_V002_obj_1158,bus,driving tractor
L21_V002,422.0,L21_V002_obj_1267,person,motorcycling
L21_V002,424.4,L21_V002_obj_1347,person,motorcycling
L21_V002,457.6,L21_V002_obj_1565,person,washing feet
L21_V002,457.6,L21_V002_obj_1566,person,using computer
L21_V002,470.2,L21_V002_obj_1565,person,news anchoring
L21_V002,473.4,L21_V002_obj_1565,truck,garbage collecting
L21_V002,477.6,L21_V002_obj_1591,person,motorcycling
L21_V002,481.6,L21_V002_obj_1620,truck,garbage collecting
L21_V002,481.6,L21_V002_obj_1619,car,driving car
L21_V002,489.2,L21_V002_obj_1641,truck,driving car
L21_V002,489.2,L21_V002_obj_1643,car,driving car
L21_V002,492.4,L21_V002_obj_1641,person,driving car
L21_V002,498.0,L21_V002_obj_1748,car,driving car
L21_V002,498.0,L21_V002_obj_1749,car,pushing car
L21_V002,501.0,L21_V002_obj_1748,car,driving car
L21_V002,501.0,L21_V002_obj_1749,truck,driving car
L21_V002,503.8,L21_V002_obj_1770,truck,driving car
L21_V002,504.2,L21_V002_obj_1748,car,driving car
L21_V002,509.6,L21_V002_obj_1795,person,giving or receiving award
L21_V002,512.6,L21_V002_obj_1795,person,giving or receiving award
L21_V002,519.2,L21_V002_obj_1796,bus,driving car
L21_V002,581.0,L21_V002_obj_2015,person,giving or receiving award
L21_V002,584.0,L21_V002_obj_2015,person,giving or receiving award
L21_V002,585.2,L21_V002_obj_2020,person,giving or receiving award
L21_V002,587.2,L21_V002_obj_2015,person,giving or receiving award
L21_V002,590.4,L21_V002_obj_2015,person,giving or receiving award
L21_V002,593.6,L21_V002_obj_2015,person,answering questions
L21_V002,596.8,L21_V002_obj_2015,person,answering questions
L21_V002,601.6,L21_V002_obj_2015,person,answering questions
L21_V002,604.8,L21_V002_obj_2015,person,answering questions
L21_V002,608.0,L21_V002_obj_2015,person,answering questions
L21_V002,611.2,L21_V002_obj_2015,person,answering questions
L21_V002,659.6,L21_V002_obj_2126,person,smoking
L21_V002,673.8,L21_V002_obj_2162,person,texting
L21_V002,677.0,L21_V002_obj_2162,person,driving car
L21_V002,712.4,L21_V002_obj_2351,person,swimming backstroke
L21_V002,716.6,L21_V002_obj_2358,person,playing cricket
L21_V002,730.6,L21_V002_obj_2519,person,yoga
L21_V002,733.2,L21_V002_obj_2526,person,playing volleyball
L21_V002,760.0,L21_V002_obj_2577,person,answering questions
L21_V002,763.2,L21_V002_obj_2577,person,answering questions
L21_V002,772.0,L21_V002_obj_2580,person,archery
L21_V002,781.0,L21_V002_obj_2589,person,giving or receiving award
L21_V002,784.2,L21_V002_obj_2589,person,giving or receiving award
L21_V002,846.8,L21_V002_obj_2670,boat,digging
L21_V002,851.0,L21_V002_obj_2668,person,news anchoring
L21_V002,862.8,L21_V002_obj_2676,person,planting trees
L21_V002,871.2,L21_V002_obj_2676,person,pumping gas
L21_V002,884.0,L21_V002_obj_2741,truck,archery
L21_V002,898.6,L21_V002_obj_2745,boat,digging
L21_V002,922.2,L21_V002_obj_2754,person,news anchoring
L21_V002,932.4,L21_V002_obj_2754,person,bee keeping
L21_V002,934.6,L21_V002_obj_2768,person,kissing
L21_V002,936.2,L21_V002_obj_2763,person,planting trees
L21_V002,937.6,L21_V002_obj_2767,car,texting
L21_V002,937.6,L21_V002_obj_2768,person,digging
L21_V002,940.8,L21_V002_obj_2768,person,playing cricket
L21_V002,942.4,L21_V002_obj_2754,person,bee keeping
L21_V002,946.6,L21_V002_obj_2768,person,hugging
L21_V002,951.4,L21_V002_obj_2768,person,playing cricket
L21_V002,951.4,L21_V002_obj_2771,person,celebrating
L21_V002,962.8,L21_V002_obj_2768,elephant,riding elephant
L21_V002,983.8,L21_V002_obj_2937,bicycle,riding a bike
L21_V002,1000.8,L21_V002_obj_3032,motorcycle,motorcycling
L21_V002,1010.0,L21_V002_obj_3114,person,riding a bike
L21_V002,1013.4,L21_V002_obj_3172,person,texting
L21_V002,1019.6,L21_V002_obj_3172,person,riding a bike
L21_V002,1046.8,L21_V002_obj_3278,person,presenting weather forecast
L21_V003,0.12,L21_V003_obj_1,car,yoga
L21_V003,1.92,L21_V003_obj_8,person,robot dancing
L21_V003,2.04,L21_V003_obj_9,person,yoga
L21_V003,3.72,L21_V003_obj_8,person,giving or receiving award
L21_V003,3.84,L21_V003_obj_9,person,news anchoring
L21_V003,5.64,L21_V003_obj_8,person,yoga
L21_V003,5.76,L21_V003_obj_9,person,crying
L21_V003,7.08,L21_V003_obj_27,tie,abseiling
L21_V003,7.56,L21_V003_obj_8,person,giving or receiving award
L21_V003,7.68,L21_V003_obj_9,person,yoga
L21_V003,8.88,L21_V003_obj_27,tie,abseiling
L21_V003,9.48,L21_V003_obj_8,person,answering questions
L21_V003,9.6,L21_V003_obj_9,person,yoga
L21_V003,15.36,L21_V003_obj_44,stop sign,cleaning windows
L21_V003,17.16,L21_V003_obj_44,airplane,news anchoring
L21_V003,19.8,L21_V003_obj_63,person,smoking
L21_V003,20.28,L21_V003_obj_69,stop sign,cleaning windows
L21_V003,24.84,L21_V003_obj_82,person,cleaning windows
L21_V003,25.2,L21_V003_obj_63,person,abseiling
L21_V003,30.12,L21_V003_obj_114,person,archery
L21_V003,30.24,L21_V003_obj_115,person,unboxing
L21_V003,31.92,L21_V003_obj_118,tie,rock climbing
L21_V003,31.92,L21_V003_obj_114,person,tying tie
L21_V003,32.16,L21_V003_obj_115,person,shuffling cards
L21_V003,33.72,L21_V003_obj_118,tie,using remote controller (not gaming)
L21_V003,33.84,L21_V003_obj_114,person,tying tie
L21_V003,34.08,L21_V003_obj_115,person,news anchoring
L21_V003,35.64,L21_V003_obj_118,tie,texting
L21_V003,35.76,L21_V003_obj_114,person,tying tie
L21_V003,36.0,L21_V003_obj_115,person,yoga
L21_V003,37.56,L21_V003_obj_118,tie,using remote controller (not gaming)
L21_V003,37.68,L21_V003_obj_114,person,tying tie
L21_V003,37.8,L21_V003_obj_122,kite,golf putting
L21_V003,37.92,L21_V003_obj_115,person,folding napkins
L21_V003,39.48,L21_V003_obj_118,tie,using remote controller (not gaming)
L21_V003,39.6,L21_V003_obj_114,person,tying tie
L21_V003,39.84,L21_V003_obj_115,person,news anchoring
L21_V003,41.4,L21_V003_obj_118,tie,using remote controller (not gaming)
L21_V003,41.52,L21_V003_obj_114,person,tying tie
L21_V003,41.76,L21_V003_obj_115,person,news anchoring
L21_V003,43.32,L21_V003_obj_118,tie,using remote controller (not gaming)
L21_V003,43.44,L21_V003_obj_114,person,answering questions
L21_V003,43.68,L21_V003_obj_115,person,news anchoring
L21_V003,45.24,L21_V003_obj_118,tie,using remote controller (not gaming)
L21_V003,45.36,L21_V003_obj_114,person,tying tie
L21_V003,45.6,L21_V003_obj_115,person,reading book
L21_V003,47.16,L21_V003_obj_118,tie,abseiling
L21_V003,47.28,L21_V003_obj_114,person,tying tie
L21_V003,47.28,L21_V003_obj_126,kite,golf putting
L21_V003,47.52,L21_V003_obj_115,person,reading book
L21_V003,49.08,L21_V003_obj_118,tie,abseiling
L21_V003,49.2,L21_V003_obj_114,person,tying tie
L21_V003,49.44,L21_V003_obj_115,person,yoga
L21_V003,51.0,L21_V003_obj_118,tie,using remote controller (not gaming)
L21_V003,51.12,L21_V003_obj_114,person,tying tie
L21_V003,51.36,L21_V003_obj_115,person,yoga
L21_V003,52.92,L21_V003_obj_118,tie,using remote controller (not gaming)
L21_V003,53.04,L21_V003_obj_114,person,tying tie
L21_V003,53.28,L21_V003_obj_115,person,news anchoring
L21_V003,54.84,L21_V003_obj_118,tie,abseiling
L21_V003,54.96,L21_V003_obj_114,person,tying tie
L21_V003,55.2,L21_V003_obj_115,person,yoga
L21_V003,91.44,L21_V003_obj_134,person,tying tie
L21_V003,91.44,L21_V003_obj_135,tie,using remote controller (not gaming)
L21_V003,93.24,L21_V003_obj_134,person,tying tie
L21_V003,93.24,L21_V003_obj_135,tie,using remote controller (not gaming)
L21_V003,95.16,L21_V003_obj_134,person,tying tie
L21_V003,95.16,L21_V003_obj_135,tie,using remote controller (not gaming)
L21_V003,97.08,L21_V003_obj_134,person,tying tie
L21_V003,97.08,L21_V003_obj_135,tie,using remote controller (not gaming)
L21_V003,98.64,L21_V003_obj_138,kite,giving or receiving award
L21_V003,99.0,L21_V003_obj_134,person,tying tie
L21_V003,99.0,L21_V003_obj_135,tie,using remote controller (not gaming)
L21_V003,100.92,L21_V003_obj_134,person,tying tie
L21_V003,100.92,L21_V003_obj_135,tie,using remote controller (not gaming)
L21_V003,105.96,L21_V003_obj_142,car,playing paintball
L21_V003,107.76,L21_V003_obj_142,car,crossing river
L21_V003,111.96,L21_V003_obj_180,person,bench pressing
L21_V003,113.76,L21_V003_obj_180,person,driving tractor
L21_V003,114.72,L21_V003_obj_183,kite,texting
L21_V003,115.68,L21_V003_obj_180,person,driving tractor
L21_V003,116.52,L21_V003_obj_183,kite,texting
L21_V003,120.12,L21_V003_obj_222,person,beatboxing
L21_V003,120.48,L21_V003_obj_223,person,water skiing
L21_V003,122.28,L21_V003_obj_223,person,marching
L21_V003,137.28,L21_V003_obj_285,bird,bobsledding
L21_V003,144.96,L21_V003_obj_307,boat,digging
L21_V003,145.92,L21_V003_obj_310,person,recording music
L21_V003,151.44,L21_V003_obj_330,person,kissing
L21_V003,151.68,L21_V003_obj_335,person,playing paintball
L21_V003,152.04,L21_V003_obj_340,kite,golf putting
L21_V003,154.32,L21_V003_obj_349,person,petting animal (not cat)
L21_V003,154.44,L21_V003_obj_350,person,milking cow
L21_V003,157.2,L21_V003_obj_352,person,grooming horse
L21_V003,157.2,L21_V003_obj_353,person,throwing axe
L21_V003,158.16,L21_V003_obj_356,cow,milking cow
L21_V003,162.24,L21_V003_obj_371,train,driving car
L21_V003,164.52,L21_V003_obj_376,truck,blasting sand
L21_V003,164.88,L21_V003_obj_379,car,driving car
L21_V003,169.92,L21_V003_obj_406,person,singing
L21_V003,169.92,L21_V003_obj_407,person,giving or receiving award
L21_V003,171.6,L21_V003_obj_415,person,giving or receiving award
L21_V003,173.28,L21_V003_obj_420,tv,reading newspaper
L21_V003,173.4,L21_V003_obj_415,person,cleaning windows
L21_V003,174.0,L21_V003_obj_422,cow,grooming dog
L21_V003,175.2,L21_V003_obj_420,tv,milking cow
L21_V003,175.32,L21_V003_obj_415,person,carrying baby
L21_V003,177.12,L21_V003_obj_420,tv,brush painting
L21_V003,177.24,L21_V003_obj_415,person,finger snapping
L21_V003,179.04,L21_V003_obj_420,book,spray painting
L21_V003,179.16,L21_V003_obj_415,person,yoga
L21_V003,180.96,L21_V003_obj_420,tv,reading newspaper
L21_V003,181.08,L21_V003_obj_415,person,yoga
L21_V003,182.88,L21_V003_obj_420,tv,cleaning windows
L21_V003,183.0,L21_V003_obj_415,person,stretching arm
L21_V003,184.8,L21_V003_obj_420,tv,diving cliff
L21_V003,184.92,L21_V003_obj_415,person,singing
L21_V003,186.84,L21_V003_obj_415,person,giving or receiving award
L21_V003,187.2,L21_V003_obj_431,person,robot dancing
L21_V003,187.2,L21_V003_obj_432,person,beatboxing
L21_V003,187.2,L21_V003_obj_433,person,squat
L21_V003,187.2,L21_V003_obj_435,person,belly dancing
L21_V003,188.76,L21_V003_obj_415,person,beatboxing
L21_V003,189.0,L21_V003_obj_431,person,carrying baby
L21_V003,189.0,L21_V003_obj_432,person,bench pressing
L21_V003,189.0,L21_V003_obj_433,person,squat
L21_V003,189.0,L21_V003_obj_435,person,robot dancing
L21_V003,189.0,L21_V003_obj_436,person,beatboxing
L21_V003,192.48,L21_V003_obj_453,elephant,spray painting
L21_V003,193.8,L21_V003_obj_472,person,beatboxing
L21_V003,195.12,L21_V003_obj_481,cow,milking cow
L21_V003,195.24,L21_V003_obj_453,cow,welding
L21_V003,197.16,L21_V003_obj_453,person,spray painting
L21_V003,198.72,L21_V003_obj_487,person,beatboxing
L21_V003,198.72,L21_V003_obj_488,person,pumping fist
L21_V003,198.72,L21_V003_obj_493,person,crying
L21_V003,199.08,L21_V003_obj_453,person,yoga
L21_V003,199.2,L21_V003_obj_472,person,beatboxing
L21_V003,200.04,L21_V003_obj_504,elephant,massaging person's head
L21_V003,200.52,L21_V003_obj_487,person,yoga
L21_V003,200.52,L21_V003_obj_491,person,beatboxing
L21_V003,201.84,L21_V003_obj_504,person,kissing
L21_V003,202.44,L21_V003_obj_519,person,shaving head
L21_V003,202.44,L21_V003_obj_520,person,baby waking up
L21_V003,202.44,L21_V003_obj_521,person,finger snapping
L21_V003,204.24,L21_V003_obj_520,cow,grooming dog
L21_V003,204.6,L21_V003_obj_558,elephant,playing paintball
L21_V003,206.16,L21_V003_obj_520,cow,grooming dog
L21_V003,206.4,L21_V003_obj_558,elephant,playing paintball
L21_V003,209.52,L21_V003_obj_558,person,baby waking up
L21_V003,209.88,L21_V003_obj_564,person,shaving head
L21_V003,209.88,L21_V003_obj_565,person,waxing legs
L21_V003,209.88,L21_V003_obj_566,person,waxing eyebrows
L21_V003,209.88,L21_V003_obj_567,person,kissing
L21_V003,209.88,L21_V003_obj_569,person,slapping
L21_V003,209.88,L21_V003_obj_570,person,bandaging
L21_V003,209.88,L21_V003_obj_571,person,baby waking up
L21_V003,209.88,L21_V003_obj_572,person,finger snapping
L21_V003,209.88,L21_V003_obj_575,person,singing
L21_V003,218.76,L21_V003_obj_614,person,crying
L21_V003,218.76,L21_V003_obj_615,person,headbutting
L21_V003,218.76,L21_V003_obj_616,boat,archery
L21_V003,222.72,L21_V003_obj_625,person,playing recorder
L21_V003,222.72,L21_V003_obj_626,person,reading newspaper
L21_V003,226.32,L21_V003_obj_633,cow,baby waking up
L21_V003,228.12,L21_V003_obj_633,cow,milking cow
L21_V003,230.04,L21_V003_obj_633,person,arm wrestling
L21_V003,234.0,L21_V003_obj_642,person,bench pressing
L21_V003,234.0,L21_V003_obj_645,person,crying
